margin_capital,total_project_cost,monthly_emi,competitor_count,min_distance_km,demand_score,gross_margin,gst_rate,is_viable
79200.0,819500.0,14954.85,1,0.47,86.1,18.7,5.0,1
92700.0,683300.0,12469.37,3,0.47,95.5,22.2,0.0,1
97800.0,721400.0,13164.65,0,8.65,77.3,23.9,0.0,1
146700.0,1578700.0,28809.31,2,0.62,73.4,39.2,0.0,1
43300.0,354500.0,6469.18,0,4.53,54.6,17.2,18.0,1
56600.0,466700.0,8516.69,2,3.81,73.6,33.6,18.0,1
139500.0,1015100.0,18524.31,0,6.83,62.4,29.8,0.0,1
175700.0,1454900.0,26550.11,1,3.66,93.7,29.9,0.0,1
146700.0,1416600.0,25851.19,4,1.99,89.9,42.3,18.0,1
14100.0,151200.0,2759.21,2,2.44,64.0,37.5,18.0,1
190600.0,1605300.0,29294.73,0,5.41,65.8,28.9,0.0,1
47300.0,484100.0,8834.22,3,0.69,66.2,16.5,5.0,1
52800.0,464600.0,8478.37,6,0.11,67.7,19.6,5.0,0
66200.0,700300.0,12779.6,2,0.36,89.8,19.5,0.0,1
48800.0,393100.0,7173.59,5,0.78,77.5,23.0,0.0,1
125400.0,1120800.0,20453.2,0,8.42,78.1,27.7,0.0,1
72300.0,657600.0,12000.38,2,1.26,57.6,26.8,0.0,1
78000.0,785800.0,14339.87,1,0.31,71.4,14.5,18.0,1
43800.0,379000.0,6916.28,5,0.82,67.3,17.2,5.0,1
45900.0,399400.0,7288.55,4,2.05,53.4,62.5,18.0,1
52400.0,396100.0,7228.33,4,0.95,59.0,41.4,5.0,1
34900.0,267800.0,4887.02,4,1.84,75.9,17.9,5.0,1
35600.0,369900.0,6750.21,8,0.21,70.9,27.8,18.0,0
73800.0,683800.0,12478.5,7,0.26,78.9,18.9,0.0,0
11600.0,125100.0,2282.92,3,2.24,70.2,49.4,5.0,1
149700.0,1134800.0,20708.69,2,6.41,61.4,27.3,18.0,1
21600.0,161500.0,2947.17,4,1.2,61.5,21.0,5.0,1
30600.0,262800.0,4795.77,2,2.09,55.0,46.4,5.0,1
75500.0,591800.0,10799.61,0,7.5,86.1,11.0,18.0,1
20600.0,177600.0,3240.98,2,4.22,74.0,33.9,18.0,1
156400.0,1239800.0,22624.81,2,1.95,57.2,25.9,0.0,1
112800.0,835300.0,15243.18,3,1.29,71.5,14.6,18.0,1
78800.0,804000.0,14672.0,4,5.86,77.4,16.4,5.0,1
49200.0,475900.0,8684.58,4,0.46,72.2,22.1,5.0,1
37200.0,278700.0,5085.93,3,4.22,69.6,23.4,18.0,1
62300.0,494400.0,9022.18,5,0.37,63.5,54.3,5.0,1
116100.0,1096100.0,20002.46,1,1.0,71.2,21.4,0.0,1
136200.0,1010900.0,18447.67,2,3.27,74.0,20.8,0.0,1
195000.0,1564200.0,28544.7,2,5.48,81.2,15.5,18.0,1
20300.0,154300.0,2815.78,4,0.43,65.3,34.2,18.0,1
35900.0,370000.0,6752.04,2,8.6,49.2,15.9,5.0,1
43600.0,363000.0,6624.3,1,3.84,56.1,26.7,0.0,1
100800.0,798000.0,14562.51,7,0.77,70.7,10.6,5.0,1
73800.0,658800.0,12022.28,1,1.15,65.6,33.8,0.0,1
27100.0,279600.0,5102.35,5,0.11,76.8,15.1,5.0,0
50400.0,444000.0,8102.45,2,6.15,55.6,62.8,18.0,1
122700.0,1002300.0,18290.73,1,2.33,72.3,24.6,0.0,1
141400.0,1049200.0,19146.59,7,0.13,69.5,34.9,0.0,0
88500.0,651900.0,11896.36,4,0.4,82.0,16.5,5.0,1
55100.0,416400.0,7598.78,2,4.18,70.9,28.8,0.0,1
67000.0,717800.0,13098.96,0,5.34,81.4,22.6,0.0,1
49600.0,486900.0,8885.32,4,6.79,64.7,60.3,18.0,1
142600.0,1511300.0,27579.34,1,7.92,86.9,21.2,0.0,1
31900.0,248600.0,4536.64,4,1.28,96.0,14.9,5.0,1
108500.0,1153400.0,21048.11,4,2.68,94.2,13.0,5.0,1
53100.0,506400.0,9241.17,4,8.09,82.0,58.4,18.0,1
177200.0,1306800.0,23847.47,4,1.68,65.2,25.5,0.0,1
103800.0,1124000.0,20511.6,4,1.92,45.2,18.1,5.0,1
68100.0,557100.0,10166.38,5,2.2,62.0,10.9,5.0,1
84000.0,827700.0,15104.49,1,1.06,83.5,10.1,5.0,1
65400.0,707700.0,12914.64,2,1.31,48.0,25.9,0.0,1
70300.0,652400.0,11905.49,9,0.11,74.5,16.5,5.0,0
80000.0,588600.0,10741.22,5,0.84,71.2,31.7,0.0,1
66200.0,502300.0,9166.35,2,6.06,61.1,31.2,0.0,1
108100.0,1102500.0,20119.25,1,1.13,94.2,15.3,5.0,1
60200.0,564500.0,10301.42,0,7.72,58.9,24.7,0.0,1
70900.0,668300.0,12195.64,3,1.15,84.5,19.6,0.0,1
61000.0,439600.0,8022.15,4,4.18,46.9,54.7,18.0,1
85100.0,915600.0,16708.56,2,2.39,75.1,19.7,5.0,1
43800.0,347000.0,6332.32,2,2.37,79.9,22.1,18.0,1
49700.0,437800.0,7989.3,1,2.9,70.1,23.8,0.0,1
23600.0,190200.0,3470.91,7,0.44,86.3,19.5,5.0,1
52400.0,376500.0,6870.66,3,0.39,73.4,13.3,18.0,1
85200.0,682800.0,12460.25,3,3.8,51.0,24.1,18.0,1
74900.0,587400.0,10719.32,2,1.66,92.4,43.5,5.0,1
20100.0,148700.0,2713.59,4,2.86,61.0,18.5,5.0,1
69300.0,726300.0,13254.07,4,6.21,69.7,58.2,5.0,1
49300.0,371100.0,6772.11,4,2.82,68.4,36.2,5.0,1
145600.0,1291600.0,23570.09,4,8.01,53.6,31.0,18.0,1
115100.0,1189500.0,21706.89,4,5.87,67.5,18.8,5.0,1
36800.0,332400.0,6065.89,2,2.85,62.9,48.3,5.0,1
95300.0,1055100.0,19254.26,10,0.12,83.0,10.6,5.0,0
29100.0,228700.0,4173.49,4,1.92,87.3,68.0,18.0,1
15500.0,129600.0,2365.04,6,0.63,80.3,68.0,18.0,1
20100.0,204800.0,3737.34,2,3.86,91.2,40.6,5.0,1
163000.0,1621800.0,29595.83,2,2.25,42.3,15.6,18.0,1
29200.0,225600.0,4116.92,3,4.63,56.8,39.1,5.0,1
61900.0,467500.0,8531.29,5,0.69,80.8,16.2,5.0,1
97900.0,880100.0,16060.73,6,0.12,42.8,15.7,5.0,0
15800.0,145300.0,2651.54,1,2.63,64.6,33.7,5.0,1
140500.0,1012900.0,18484.16,5,1.95,79.3,36.1,18.0,1
61000.0,441700.0,8060.48,3,1.49,51.3,18.7,0.0,1
124300.0,914200.0,16683.01,2,4.2,61.7,23.7,0.0,1
78200.0,607300.0,11082.47,6,0.87,63.7,24.6,5.0,1
100800.0,868200.0,15843.57,2,1.46,89.8,24.5,0.0,1
66400.0,655900.0,11969.36,3,0.41,68.0,17.0,5.0,1
92900.0,694100.0,12666.46,5,0.22,79.6,14.2,5.0,1
127100.0,1326800.0,24212.45,2,0.45,75.8,28.3,0.0,1
75700.0,651800.0,11894.54,4,6.65,62.0,19.0,5.0,1
122800.0,1141900.0,20838.25,4,1.49,56.1,21.9,0.0,1
206600.0,2090900.0,38156.32,3,3.68,73.6,18.5,18.0,1
132000.0,1443700.0,26345.73,1,2.4,61.8,33.9,18.0,1
69400.0,581400.0,10609.83,1,2.95,66.9,57.4,5.0,1
76400.0,794000.0,14489.51,6,3.61,59.3,41.8,18.0,1
90100.0,686900.0,12535.07,5,1.21,88.2,17.7,18.0,1
49700.0,389700.0,7111.54,3,3.76,91.9,23.6,0.0,1
24600.0,177300.0,3235.5,3,1.89,55.1,29.2,18.0,1
24300.0,214100.0,3907.06,4,2.4,65.4,42.0,5.0,1
147400.0,1071600.0,19555.37,4,1.4,54.8,43.9,18.0,1
17400.0,179300.0,3272.0,3,5.79,63.9,17.4,5.0,1
33000.0,276700.0,5049.43,6,1.39,67.8,52.2,18.0,1
142800.0,1070200.0,19529.82,2,0.92,41.6,12.9,18.0,1
27000.0,197200.0,3598.65,0,4.53,63.0,15.2,5.0,1
101700.0,919700.0,16783.38,1,8.53,57.1,25.6,0.0,1
71700.0,701200.0,12796.03,2,1.94,62.3,24.8,0.0,1
71100.0,509000.0,9288.62,3,6.48,61.1,18.8,18.0,1
47200.0,404800.0,7387.1,1,1.03,88.6,18.6,5.0,1
107000.0,1058100.0,19309.01,2,0.72,59.5,33.5,0.0,1
129100.0,1080800.0,19723.25,7,2.09,54.0,21.7,18.0,1
125600.0,980700.0,17896.55,3,0.87,92.9,24.8,0.0,1
98500.0,1072500.0,19571.79,10,0.84,57.6,16.1,5.0,0
26500.0,258800.0,4722.78,6,0.46,69.0,20.2,5.0,0
49100.0,381800.0,6967.37,1,1.0,80.4,40.5,18.0,1
127200.0,1011100.0,18451.32,2,2.25,71.9,26.6,0.0,1
88500.0,651600.0,11890.89,0,9.11,78.6,15.8,5.0,1
136200.0,1011900.0,18465.92,4,1.54,70.1,28.7,18.0,1
122700.0,1097200.0,20022.53,5,0.94,79.4,23.5,0.0,1
177600.0,1516500.0,27674.24,2,1.2,66.9,32.2,0.0,1
16300.0,126500.0,2308.47,3,0.88,76.1,42.0,5.0,1
42900.0,424800.0,7752.07,1,5.47,77.2,66.5,18.0,1
29500.0,228700.0,4173.49,6,0.85,93.1,41.4,18.0,1
45600.0,369800.0,6748.39,3,0.52,70.1,18.9,18.0,1
14300.0,107600.0,1963.57,6,0.33,84.2,41.1,5.0,1
65900.0,721500.0,13166.48,1,8.28,78.4,22.7,0.0,1
69300.0,522100.0,9527.67,2,1.12,68.8,16.2,5.0,1
44400.0,349300.0,6374.29,5,0.36,76.3,40.2,18.0,1
44300.0,358000.0,6533.05,5,1.49,38.1,12.4,5.0,1
98300.0,767200.0,14000.44,5,1.69,79.1,23.2,0.0,1
79800.0,621300.0,11337.95,3,0.93,65.0,44.0,5.0,1
148200.0,1598000.0,29161.51,1,0.95,67.2,18.8,18.0,1
87600.0,699000.0,12755.88,2,1.07,92.5,28.0,0.0,1
96700.0,957000.0,17464.06,1,2.08,74.8,27.6,0.0,1
110500.0,995800.0,18172.11,2,1.18,61.2,29.2,0.0,1
123700.0,887800.0,16201.24,3,2.51,74.2,33.1,18.0,1
26700.0,227800.0,4157.07,2,5.79,78.3,28.1,0.0,1
92400.0,822500.0,15009.6,3,0.98,65.0,19.2,18.0,1
184000.0,1349600.0,24628.52,3,4.42,53.3,17.7,18.0,1
147800.0,1417700.0,25871.26,0,8.77,94.7,24.8,0.0,1
79400.0,754300.0,13765.04,2,0.52,80.6,15.9,0.0,1
43000.0,442500.0,8075.07,3,2.28,62.0,45.4,5.0,1
52100.0,410300.0,7487.46,3,0.52,77.2,35.2,18.0,1
175600.0,1316100.0,24017.19,3,4.47,65.4,18.4,0.0,1
70000.0,581300.0,10608.0,3,0.65,75.9,20.5,0.0,1
75600.0,719000.0,13120.85,0,7.4,75.3,30.4,0.0,1
79000.0,638100.0,11644.53,7,0.8,71.6,19.8,5.0,1
61100.0,506500.0,9242.99,3,0.59,53.6,68.0,18.0,1
30600.0,338300.0,6173.55,2,6.02,79.8,38.0,5.0,1
131300.0,1401300.0,25571.98,3,2.84,74.0,22.3,18.0,1
68100.0,504700.0,9210.15,1,1.15,78.5,32.7,5.0,1
84600.0,736500.0,13440.21,6,1.06,67.1,13.6,5.0,1
81900.0,755700.0,13790.58,5,0.56,48.2,12.6,5.0,1
64900.0,644200.0,11755.85,2,1.15,71.2,17.9,5.0,1
71600.0,541700.0,9885.35,5,0.84,75.9,18.8,5.0,1
137500.0,1448600.0,26435.15,1,0.94,68.3,28.4,18.0,1
10300.0,107900.0,1969.04,1,4.41,72.1,45.0,5.0,1
69900.0,704600.0,12858.07,3,1.07,68.4,18.7,5.0,1
40700.0,396700.0,7239.28,2,2.62,72.9,28.5,18.0,1
38200.0,350500.0,6396.19,3,0.64,60.8,13.9,5.0,1
141300.0,1092100.0,19929.47,1,5.16,56.4,27.5,0.0,1
85000.0,746100.0,13615.4,3,0.91,91.4,32.5,0.0,1
101600.0,1007400.0,18383.8,2,1.2,58.2,19.6,18.0,1
109700.0,1178400.0,21504.33,2,1.39,87.6,21.7,0.0,1
130800.0,1021600.0,18642.93,4,2.19,69.9,27.3,0.0,1
102700.0,887900.0,16203.07,1,1.67,67.7,17.3,5.0,1
41800.0,369900.0,6750.21,3,1.41,64.2,49.7,5.0,1
113800.0,1054100.0,19236.01,1,4.7,70.9,27.4,18.0,1
160900.0,1490200.0,27194.29,1,0.33,81.7,24.9,0.0,1
81000.0,601200.0,10971.15,3,8.09,53.6,17.1,5.0,1
60200.0,549000.0,10018.57,5,2.33,83.9,27.3,18.0,1
70900.0,636200.0,11609.86,5,1.78,82.6,14.7,5.0,1
170900.0,1266900.0,23119.35,1,3.56,78.5,21.0,18.0,1
128100.0,1212600.0,22128.44,3,2.3,55.4,30.3,18.0,1
35300.0,312700.0,5706.39,1,1.0,74.4,21.7,0.0,1
79700.0,630400.0,11504.02,1,2.53,79.3,23.8,0.0,1
25500.0,188700.0,3443.54,2,0.96,58.2,28.9,5.0,1
54300.0,445000.0,8120.7,1,2.61,47.1,13.8,5.0,1
170000.0,1522900.0,27791.03,0,5.24,67.5,24.7,0.0,1
102300.0,942800.0,17204.93,2,3.11,87.4,22.6,0.0,1
194400.0,1579500.0,28823.91,1,1.75,91.8,27.1,0.0,1
18100.0,133900.0,2443.51,1,4.96,74.8,48.8,18.0,1
18300.0,179400.0,3273.83,3,0.43,68.0,52.4,5.0,1
36300.0,365200.0,6664.45,3,1.19,72.2,27.8,0.0,1
127900.0,960400.0,17526.1,1,4.39,56.8,17.9,18.0,1
30500.0,297100.0,5421.71,1,1.02,60.0,37.9,0.0,1
136100.0,1432700.0,26144.99,1,6.12,65.6,28.8,0.0,1
79800.0,659300.0,12031.4,1,2.87,67.0,27.0,0.0,1
101100.0,920600.0,16799.8,5,1.13,83.0,32.7,0.0,1
114000.0,844300.0,15407.42,2,1.28,60.7,19.3,0.0,1
104500.0,1001600.0,18277.95,0,9.23,83.6,30.0,0.0,1
27200.0,298800.0,5452.73,1,11.42,77.2,20.2,0.0,1
143900.0,1206700.0,22020.77,0,9.0,55.0,27.5,0.0,1
233300.0,2484800.0,45344.51,0,9.73,49.9,17.8,18.0,1
68600.0,530900.0,9688.26,2,1.79,80.9,40.7,5.0,1
120400.0,919100.0,16772.43,1,2.69,62.2,33.8,0.0,1
110500.0,815100.0,14874.56,7,0.43,74.9,18.3,5.0,1
31900.0,274200.0,5003.81,1,5.37,90.3,21.9,18.0,1
19300.0,181600.0,3313.97,1,8.08,61.5,43.0,5.0,1
118100.0,1070600.0,19537.12,1,0.43,85.2,23.1,0.0,1
124600.0,1216000.0,22190.49,0,5.58,78.8,27.6,18.0,1
59000.0,523700.0,9556.87,5,0.15,88.1,20.9,18.0,1
187900.0,1801100.0,32867.83,1,1.27,64.7,32.6,0.0,1
67400.0,495000.0,9033.13,4,4.03,88.7,41.1,5.0,1
28700.0,286300.0,5224.62,4,1.31,73.3,23.5,18.0,1
103800.0,870100.0,15878.24,3,4.58,69.3,20.0,0.0,1
82300.0,913400.0,16668.41,4,0.89,93.2,19.2,5.0,1
35400.0,256700.0,4684.46,7,0.38,64.3,38.1,5.0,1
87500.0,805300.0,14695.72,4,2.73,96.0,23.6,0.0,1
30700.0,297100.0,5421.71,6,0.72,58.5,42.3,5.0,1
101800.0,745600.0,13606.27,3,1.21,56.6,24.0,0.0,1
31000.0,327100.0,5969.17,1,2.01,57.0,23.6,0.0,1
151900.0,1361600.0,24847.5,0,7.92,69.9,24.2,0.0,1
111100.0,1108200.0,20223.27,6,0.36,84.6,19.6,5.0,0
121700.0,1247800.0,22770.8,3,8.92,76.5,20.3,0.0,1
47000.0,417200.0,7613.38,0,6.86,64.1,25.4,0.0,1
49500.0,438300.0,7998.43,4,3.76,67.1,12.4,18.0,1
141800.0,1023000.0,18668.48,3,0.33,68.8,33.4,0.0,1
44100.0,396000.0,7226.51,3,8.69,82.6,46.3,18.0,1
20300.0,178500.0,3257.4,3,2.03,89.2,16.4,5.0,1
158100.0,1505000.0,27464.38,4,8.37,73.8,24.7,0.0,1
72800.0,583700.0,10651.8,4,2.58,62.9,14.3,5.0,1
97600.0,1041600.0,19007.9,1,5.27,79.2,23.1,0.0,1
118700.0,913700.0,16673.89,5,0.32,63.6,29.7,18.0,1
164800.0,1429100.0,26079.3,0,5.25,73.7,23.2,0.0,1
21300.0,209200.0,3817.64,3,2.85,66.0,19.5,5.0,1
76100.0,631700.0,11527.74,2,2.96,80.4,21.4,0.0,1
146700.0,1439100.0,26261.78,2,8.41,62.8,38.7,0.0,1
91600.0,829400.0,15135.52,2,1.17,54.8,30.5,0.0,1
82400.0,753800.0,13755.91,2,3.15,56.2,29.8,0.0,1
69200.0,600000.0,10949.25,4,2.84,61.2,15.1,5.0,1
71900.0,560200.0,10222.95,0,8.89,78.7,50.5,5.0,1
19900.0,190000.0,3467.26,6,1.2,68.6,15.0,5.0,1
47000.0,360000.0,6569.55,4,15.08,63.5,14.8,5.0,1
58900.0,608800.0,11109.84,1,0.97,76.0,37.8,18.0,1
77600.0,614800.0,11219.33,4,2.42,57.8,40.9,18.0,1
118000.0,1084600.0,19792.6,3,0.82,80.0,30.5,0.0,1
50500.0,362300.0,6611.52,3,1.12,71.0,33.5,5.0,1
78000.0,582500.0,10629.9,1,0.95,78.4,43.4,5.0,1
68600.0,546200.0,9967.47,1,1.41,70.6,33.6,0.0,1
25500.0,194900.0,3556.68,2,3.64,60.3,16.4,5.0,1
99600.0,956600.0,17456.76,3,0.39,88.2,29.9,0.0,1
131400.0,1155100.0,21079.14,4,2.65,73.4,30.7,18.0,1
92300.0,918300.0,16757.83,2,0.39,56.5,26.9,0.0,1
84100.0,810500.0,14790.62,5,0.36,73.4,18.9,5.0,1
80200.0,777300.0,14184.76,2,0.81,53.9,22.3,0.0,1
39300.0,322700.0,5888.87,5,0.67,80.3,10.8,5.0,1
95700.0,731000.0,13339.84,0,7.59,66.6,25.6,0.0,1
35200.0,323200.0,5898.0,6,0.24,62.0,15.6,5.0,0
20200.0,164600.0,3003.75,1,1.76,68.9,18.1,5.0,1
35500.0,307100.0,5604.19,3,1.86,77.2,16.7,5.0,1
132400.0,1422300.0,25955.2,4,3.15,65.2,20.2,0.0,1
17600.0,154600.0,2821.26,2,0.72,78.7,67.1,18.0,1
156200.0,1617100.0,29510.06,0,6.59,73.3,22.2,0.0,1
96300.0,932600.0,17018.79,5,0.26,57.8,30.6,0.0,1
119200.0,1096400.0,20007.93,3,2.53,59.5,27.6,0.0,1
38400.0,381900.0,6969.2,7,0.7,69.5,15.5,5.0,0
198200.0,1843900.0,33648.88,1,3.2,65.8,25.5,0.0,1
100000.0,835600.0,15248.66,3,1.42,88.3,23.4,18.0,1
116900.0,912800.0,16657.46,2,6.32,70.4,22.3,0.0,1
95700.0,843700.0,15396.47,5,0.36,96.0,24.4,0.0,1
83600.0,598400.0,10920.05,0,8.19,75.4,28.3,0.0,1
24600.0,178100.0,3250.1,3,7.01,77.2,15.1,5.0,1
58400.0,514000.0,9379.86,2,0.47,96.0,68.0,18.0,1
108300.0,912700.0,16655.64,8,0.21,77.9,20.1,5.0,0
17900.0,179000.0,3266.53,2,1.39,73.9,16.1,5.0,1
58100.0,571600.0,10430.99,6,2.06,96.0,18.9,5.0,1
102900.0,838500.0,15301.58,0,9.54,71.9,26.6,18.0,1
184500.0,1634500.0,29827.59,2,0.76,46.9,28.1,0.0,1
30600.0,274000.0,5000.16,3,1.31,71.7,14.4,5.0,1
58500.0,548300.0,10005.79,4,2.42,71.9,10.7,5.0,1
48600.0,426800.0,7788.57,5,0.55,68.2,41.2,5.0,1
85400.0,745900.0,13611.75,4,0.57,72.7,17.3,5.0,1
103100.0,1056100.0,19272.51,4,2.74,60.2,22.9,0.0,1
134000.0,1085900.0,19816.32,1,2.51,61.8,34.7,0.0,1
95900.0,856200.0,15624.58,6,0.14,64.2,17.7,5.0,0
120800.0,913600.0,16672.06,2,2.55,80.5,34.5,0.0,1
19700.0,156700.0,2859.58,4,2.91,76.6,15.3,5.0,1
64600.0,528900.0,9651.77,6,0.29,41.4,33.4,5.0,0
133800.0,1429800.0,26092.07,7,0.95,81.7,19.6,18.0,1
68300.0,577800.0,10544.13,8,1.31,72.1,13.9,5.0,1
106100.0,1083400.0,19770.7,1,0.52,96.0,24.0,0.0,1
18200.0,189000.0,3449.01,3,0.65,63.3,15.6,5.0,1
67400.0,687800.0,12551.49,2,2.47,85.0,37.7,18.0,1
95800.0,766200.0,13982.2,1,2.57,85.0,23.3,0.0,1
138800.0,1405500.0,25648.62,6,0.26,60.6,16.8,18.0,0
116900.0,975200.0,17796.19,0,4.68,65.5,15.5,5.0,1
25600.0,184900.0,3374.19,5,1.98,74.3,44.2,5.0,1
31400.0,308100.0,5622.44,2,7.2,84.2,38.0,5.0,1
140000.0,1019300.0,18600.96,2,0.65,69.5,35.0,18.0,1
11700.0,114200.0,2084.01,2,3.48,84.5,50.5,5.0,1
130400.0,1245900.0,22736.12,4,0.32,78.3,29.3,0.0,1
54800.0,492700.0,8991.16,4,2.95,46.5,22.6,0.0,1
117900.0,847200.0,15460.35,1,1.0,55.0,10.3,5.0,1
104200.0,1100600.0,20084.58,2,1.4,73.0,15.7,5.0,1
31200.0,338200.0,6171.73,6,0.89,91.1,42.1,5.0,1
113700.0,981100.0,17903.85,3,1.89,69.8,31.8,0.0,1
77200.0,662200.0,12084.33,3,0.38,59.6,19.0,0.0,1
33800.0,296200.0,5405.28,2,1.47,66.9,23.2,0.0,1
71900.0,625800.0,11420.07,1,4.28,63.7,20.7,0.0,1
113200.0,1191300.0,21739.74,1,0.95,84.7,29.6,18.0,1
125800.0,1273300.0,23236.14,2,0.58,74.1,28.8,0.0,1
60800.0,528700.0,9648.12,3,1.57,71.2,23.8,5.0,1
59900.0,524400.0,9569.65,7,0.33,84.6,16.0,5.0,0
77300.0,742100.0,13542.4,2,2.72,75.1,19.8,5.0,1
146400.0,1046000.0,19088.2,5,0.7,67.0,30.1,0.0,1
55400.0,609700.0,11126.27,3,1.7,57.3,15.9,5.0,1
112900.0,1226400.0,22380.27,5,0.51,70.4,13.5,5.0,0
30100.0,295000.0,5383.38,3,0.39,70.3,47.2,5.0,1
49000.0,465800.0,8500.27,3,0.79,68.2,60.4,18.0,1
90000.0,674000.0,12299.66,4,0.32,58.6,13.0,5.0,1
133200.0,1052000.0,19197.69,3,2.3,56.6,26.6,0.0,1
96300.0,888600.0,16215.84,2,3.19,49.2,22.0,5.0,1
108400.0,778900.0,14213.96,10,1.45,71.6,14.7,5.0,1
140300.0,1169700.0,21345.57,3,0.54,50.6,14.6,18.0,1
32300.0,289500.0,5283.01,0,9.76,64.4,42.1,5.0,1
111100.0,1145700.0,20907.6,4,0.91,71.5,33.8,18.0,1
79700.0,599700.0,10943.78,0,4.52,75.7,23.0,0.0,1
86400.0,845500.0,15429.32,1,1.77,81.7,24.4,0.0,1
128200.0,1008500.0,18403.87,1,2.15,66.1,27.8,0.0,1
112200.0,1242500.0,22674.08,2,1.2,69.6,22.5,0.0,1
26300.0,190000.0,3467.26,3,2.29,66.6,19.7,0.0,1
30300.0,233200.0,4255.61,1,0.6,94.8,25.1,0.0,1
28000.0,244800.0,4467.3,2,0.6,72.6,53.3,18.0,1
124900.0,1104500.0,20155.75,4,2.06,68.5,22.1,18.0,1
70800.0,600800.0,10963.85,2,0.99,77.1,32.7,0.0,1
43500.0,443600.0,8095.15,4,6.05,71.5,21.3,0.0,1
55000.0,445800.0,8135.29,5,1.4,89.7,13.6,5.0,1
46900.0,456700.0,8334.21,2,5.1,59.4,16.8,5.0,1
75300.0,721600.0,13168.3,8,0.25,68.4,15.5,5.0,0
191800.0,2027100.0,36992.05,0,7.7,72.4,28.5,0.0,1
59300.0,580000.0,10584.28,1,5.48,95.7,24.8,0.0,1
179200.0,1372700.0,25050.07,0,5.57,72.6,24.9,0.0,1
59000.0,525600.0,9591.55,3,2.94,76.9,17.0,5.0,1
94900.0,761200.0,13890.95,4,0.46,87.5,16.8,0.0,1
121100.0,1010900.0,18447.67,1,7.02,71.6,18.4,0.0,1
74000.0,712000.0,12993.11,5,1.95,64.2,18.2,5.0,1
118500.0,1093100.0,19947.71,10,0.56,82.0,17.0,5.0,0
36800.0,320200.0,5843.25,6,0.7,62.7,18.9,5.0,1
122800.0,1079600.0,19701.36,2,3.38,40.4,24.3,0.0,1
223500.0,1924700.0,35123.38,3,0.53,63.5,20.2,18.0,1
143500.0,1500400.0,27380.43,0,6.96,68.2,30.8,0.0,1
25400.0,255300.0,4658.91,2,0.38,90.6,29.9,18.0,1
143400.0,1226400.0,22380.27,5,0.78,58.4,30.6,18.0,1
26000.0,188600.0,3441.72,0,6.26,76.9,55.0,5.0,1
158600.0,1216200.0,22194.14,6,0.55,84.7,25.6,18.0,1
156800.0,1546900.0,28229.0,3,1.24,46.1,24.2,18.0,1
64600.0,543000.0,9909.07,2,1.72,85.6,13.0,5.0,1
64100.0,526800.0,9613.44,0,5.07,89.0,29.4,0.0,1
66400.0,483700.0,8826.92,10,0.18,78.0,16.2,5.0,0
52500.0,479400.0,8748.45,2,1.46,70.2,27.4,0.0,1
71800.0,707200.0,12905.52,5,1.68,83.0,18.3,5.0,1
79800.0,773800.0,14120.89,2,2.14,63.1,27.3,0.0,1
82800.0,739000.0,13485.83,2,7.58,86.1,24.4,0.0,1
85900.0,756200.0,13799.71,1,0.83,48.8,33.7,0.0,1
57800.0,629200.0,11482.12,4,4.03,62.2,13.2,5.0,1
109500.0,1084300.0,19787.12,7,0.83,94.0,16.9,5.0,1
44700.0,434000.0,7919.96,0,7.22,55.8,12.7,0.0,1
37500.0,403000.0,7354.25,1,3.32,76.9,11.6,0.0,1
112700.0,936300.0,17086.31,5,0.3,56.7,35.8,18.0,1
72300.0,584300.0,10662.75,2,0.53,57.1,27.5,5.0,1
97300.0,789000.0,14398.27,5,0.72,73.1,28.7,0.0,1
39500.0,283600.0,5175.35,3,0.37,87.0,27.0,0.0,1
74000.0,666400.0,12160.97,5,0.44,68.6,17.6,5.0,1
114900.0,852900.0,15564.36,3,3.0,55.1,12.9,5.0,1
129600.0,1056400.0,19277.98,0,6.69,64.7,21.8,18.0,1
112400.0,949900.0,17334.49,4,6.28,75.8,16.0,5.0,1
98400.0,1078000.0,19672.16,2,1.02,61.2,24.3,0.0,1
50400.0,463600.0,8460.12,5,3.09,49.8,18.8,5.0,1
73300.0,714000.0,13029.61,3,3.7,60.7,18.2,5.0,1
68600.0,724100.0,13213.92,3,1.94,48.1,38.8,5.0,1
99500.0,1053300.0,19221.41,2,0.89,57.4,18.5,5.0,1
60600.0,486200.0,8872.54,4,1.96,79.3,12.6,5.0,1
107100.0,874200.0,15953.06,3,1.11,46.1,27.4,18.0,1
53700.0,389400.0,7106.07,3,0.91,80.4,22.0,0.0,1
33300.0,329900.0,6020.26,3,2.35,59.7,21.0,18.0,1
54600.0,474700.0,8662.68,5,0.24,79.8,44.4,5.0,1
48700.0,474600.0,8660.86,3,3.81,46.1,37.6,5.0,1
29700.0,280400.0,5116.95,2,1.03,88.0,20.1,18.0,1
52200.0,425500.0,7764.85,2,0.55,67.6,41.2,5.0,1
183500.0,1917500.0,34991.99,1,1.45,60.3,28.8,0.0,1
47300.0,352500.0,6432.69,3,0.42,73.5,34.7,5.0,1
64200.0,472000.0,8613.41,4,1.73,78.2,34.6,5.0,1
96800.0,764900.0,13958.47,3,0.77,74.7,22.0,0.0,1
23600.0,204300.0,3728.22,6,0.19,67.8,40.4,5.0,0
82400.0,716300.0,13071.58,7,1.38,80.0,17.6,5.0,1
50800.0,478400.0,8730.2,0,8.82,72.6,20.2,0.0,1
